#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Recipe,K min,K max,Cost of capital,Wage
51,Rental and leasing services,I,From 10 to 19 persons employed,3.5226859589430866e-07,0.0257275415607954,12.0,10,19,7.690505704080538,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
51,Rental and leasing services,I,From 20 to 49 persons employed,2.217342608242798e-07,0.0257275415607954,12.0,20,49,4.840762467997097,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
51,Rental and leasing services,I,From 50 to 249 persons employed,1.0820995118305263e-07,0.0257275415607954,12.0,50,249,2.3623713737492085,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
51,Rental and leasing services,I,250 persons employed or more,5.181569017636556e-08,0.0257275415607954,12.0,250,1750,1.1312074522299116,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
51,Rental and leasing services,Int,From 0 to 9 persons employed,0.0005835652658389298,0.0257275415607954,12.0,0,9,12740.028654112772,22.420174560022893,22.420174560022893,201.78157104020605,0.15,76257.73090184489
51,Rental and leasing services,Int,From 10 to 19 persons employed,5.414658499868615e-05,0.0257275415607954,12.0,10,19,1182.0940771961818,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
51,Rental and leasing services,Int,From 20 to 49 persons employed,3.4082382422885415e-05,0.0257275415607954,12.0,20,49,744.0650670731255,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
51,Rental and leasing services,Int,From 50 to 249 persons employed,1.6632760875439425e-05,0.0257275415607954,12.0,50,249,363.11594016048116,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
51,Rental and leasing services,Int,250 persons employed or more,7.964498411439274e-06,0.0257275415607954,12.0,250,1750,173.87590372004462,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
52,Employment services,C,From 0 to 9 persons employed,2.842191831799955e-05,0.14093193589902547,12.0,0,9,620.4893864881075,22.420174560022893,22.420174560022893,201.78157104020605,0.15,76257.73090184489
52,Employment services,C,From 10 to 19 persons employed,2.637151157067055e-06,0.14093193589902547,12.0,10,19,57.57262001870784,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
52,Employment services,C,From 20 to 49 persons employed,1.6599457610169697e-06,0.14093193589902547,12.0,20,49,36.23888842874728,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
52,Employment services,C,From 50 to 249 persons employed,8.100807204914039e-07,0.14093193589902547,12.0,50,249,17.685171128833698,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
52,Employment services,C,250 persons employed or more,3.8790232480396395e-07,0.14093193589902547,12.0,250,1750,8.46843878875319,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
52,Employment services,I,From 0 to 9 persons employed,2.4328352176002228e-06,0.14093193589902547,12.0,0,9,53.112123351625755,22.420174560022893,22.420174560022893,201.78157104020605,0.15,76257.73090184489
52,Employment services,I,From 10 to 19 persons employed,2.257326242819023e-07,0.14093193589902547,12.0,10,19,4.928052216036569,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
52,Employment services,I,From 20 to 49 persons employed,1.4208662700120392e-07,0.14093193589902547,12.0,20,49,3.101945584028646,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
52,Employment services,I,From 50 to 249 persons employed,6.934060128736455e-08,0.14093193589902547,12.0,50,249,1.5138002533863306,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
52,Employment services,I,250 persons employed or more,3.320333364600654e-08,0.14093193589902547,12.0,250,1750,0.7248742288560841,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
52,Employment services,Int,From 0 to 9 persons employed,0.003474046946482272,0.14093193589902547,12.0,0,9,75843.20081197773,22.420174560022893,22.420174560022893,201.78157104020605,0.15,76257.73090184489
52,Employment services,Int,From 10 to 19 persons employed,0.0003223423141997765,0.14093193589902547,12.0,10,19,7037.17400560926,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
52,Employment services,Int,From 20 to 49 persons employed,0.00020289726533817865,0.14093193589902547,12.0,20,49,4429.525068688688,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
52,Employment services,Int,From 50 to 249 persons employed,9.901718884488721e-05,0.14093193589902547,12.0,50,249,2161.6807870154166,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
52,Employment services,Int,250 persons employed or more,4.741379072098587e-05,0.14093193589902547,12.0,250,1750,1035.1079609186186,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",C,From 0 to 9 persons employed,0.00019310395878778386,0.011896588861198229,12.0,0,9,4215.7237796569025,22.420174560022893,22.420174560022893,201.78157104020605,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",C,From 10 to 19 persons employed,1.7917310248159064e-05,0.011896588861198229,12.0,10,19,391.1594115150421,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",C,From 20 to 49 persons employed,1.1277989551548981e-05,0.011896588861198229,12.0,20,49,246.21395147801033,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",C,From 50 to 249 persons employed,5.503843629213571e-06,0.011896588861198229,12.0,50,249,120.15644118766065,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",C,250 persons employed or more,2.635482718110295e-06,0.011896588861198229,12.0,250,1750,57.53619571218883,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",I,From 0 to 9 persons employed,6.523213754884689e-07,0.011896588861198229,12.0,0,9,14.241068654876319,22.420174560022893,22.420174560022893,201.78157104020605,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",I,From 10 to 19 persons employed,6.052617739948766e-08,0.011896588861198229,12.0,10,19,1.3213693129676756,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",I,From 20 to 49 persons employed,3.809799500328225e-08,0.011896588861198229,12.0,20,49,0.831731387076811,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",I,From 50 to 249 persons employed,1.8592445588480453e-08,0.011896588861198229,12.0,50,249,0.4058985402545389,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",I,250 persons employed or more,8.902881756262341e-09,0.011896588861198229,12.0,250,1750,0.19436209678433122,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",Int,From 0 to 9 persons employed,0.00010210550771354963,0.011896588861198229,12.0,0,9,2229.103015826848,22.420174560022893,22.420174560022893,201.78157104020605,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",Int,From 10 to 19 persons employed,9.47394383436743e-06,0.011896588861198229,12.0,10,19,206.82916373335024,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",Int,From 20 to 49 persons employed,5.963341489101908e-06,0.011896588861198229,12.0,20,49,130.18790852159324,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",Int,From 50 to 249 persons employed,2.9102083233541084e-06,0.011896588861198229,12.0,50,249,63.53383177401486,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
53,"Travel agency, tour operator and other reservation services and related services",Int,250 persons employed or more,1.3935359103573235e-06,0.011896588861198229,12.0,250,1750,30.422796673761653,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 0 to 9 persons employed,0.00027876427182456484,0.19044667381212263,12.0,0,9,6085.805682218378,22.420174560022893,22.420174560022893,201.78157104020605,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 10 to 19 persons employed,2.586537311682939e-05,0.19044667381212263,12.0,10,19,564.6765048361825,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 20 to 49 persons employed,1.6280870494414178e-05,0.19044667381212263,12.0,20,49,355.43369140476835,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 50 to 249 persons employed,7.945331474121247e-06,0.19044667381212263,12.0,50,249,173.4574632388549,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,250 persons employed or more,3.804574621008331e-06,0.19044667381212263,12.0,250,1750,83.05907243926802,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 0 to 9 persons employed,9.56899414870569e-05,0.19044667381212263,12.0,0,9,2089.042422192348,22.420174560022893,22.420174560022893,201.78157104020605,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 10 to 19 persons employed,8.878670225171215e-06,0.19044667381212263,12.0,10,19,193.8335259150259,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 20 to 49 persons employed,5.588648555182457e-06,0.19044667381212263,12.0,20,49,122.00784881950509,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 50 to 249 persons employed,2.7273520343109363e-06,0.19044667381212263,12.0,50,249,59.54182865394271,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,250 persons employed or more,1.3059762662000785e-06,0.19044667381212263,12.0,250,1750,28.51124977265614,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 0 to 9 persons employed,0.004361852476501424,0.19044667381212263,12.0,0,9,95225.2109380664,22.420174560022893,22.420174560022893,201.78157104020605,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 10 to 19 persons employed,0.00040471808329970414,0.19044667381212263,12.0,10,19,8835.549817488578,22.420174560022893,224.20174560022895,425.98331664043496,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 20 to 49 persons employed,0.0002547484109812726,0.19044667381212263,12.0,20,49,5561.506562295815,22.420174560022893,448.4034912004579,1098.5885534411218,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 50 to 249 persons employed,0.0001243213972156045,0.19044667381212263,12.0,50,249,2714.1062972094346,22.420174560022893,1121.0087280011446,5582.6234654457,0.15,76257.73090184489
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,250 persons employed or more,5.953056008240327e-05,0.19044667381212263,12.0,250,1750,1299.6336239356162,22.420174560022893,5605.043640005723,39235.305480040064,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,C,From 0 to 9 persons employed,0.0029059715542675444,0.6309972598668583,12.0,0,9,63441.33730471829,141.49160156638243,141.49160156638243,1273.424414097442,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,C,From 10 to 19 persons employed,0.00026963296991418516,0.6309972598668583,12.0,10,19,5886.456860762474,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,C,From 20 to 49 persons employed,0.00016971954915820828,0.6309972598668583,12.0,20,49,3705.2101041864844,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,C,From 50 to 249 persons employed,8.282591991398932e-05,0.6309972598668583,12.0,50,249,1808.203220406749,141.49160156638243,7074.580078319122,35231.40879002922,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,C,250 persons employed or more,3.966069809583171e-05,0.6309972598668583,12.0,250,1750,865.8473349276994,141.49160156638243,35372.900391595605,247610.30274116926,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,I,From 0 to 9 persons employed,0.0004884871602802271,0.6309972598668583,12.0,0,9,10664.343447839783,141.49160156638243,141.49160156638243,1273.424414097442,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,I,From 10 to 19 persons employed,4.5324684475276136e-05,0.6309972598668583,12.0,10,19,989.4999115883247,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,I,From 20 to 49 persons employed,2.852946736198529e-05,0.6309972598668583,12.0,20,49,622.8373293529575,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,I,From 50 to 249 persons employed,1.3922847371635758e-05,0.6309972598668583,12.0,50,249,303.95481850086037,141.49160156638243,7074.580078319122,35231.40879002922,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,I,250 persons employed or more,6.6668724816363285e-06,0.6309972598668583,12.0,250,1750,145.5469532225484,141.49160156638243,35372.900391595605,247610.30274116926,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,Int,From 0 to 9 persons employed,0.012298104895722363,0.6309972598668583,12.0,0,9,268484.46597922145,141.49160156638243,141.49160156638243,1273.424414097442,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,Int,From 10 to 19 persons employed,0.0011410898164093003,0.6309972598668583,12.0,10,19,24911.55284417369,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,Int,From 20 to 49 persons employed,0.0007182550756001613,0.6309972598668583,12.0,20,49,15680.491591550019,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,Int,From 50 to 249 persons employed,0.0003505202415663979,0.6309972598668583,12.0,50,249,7652.33673560517,141.49160156638243,7074.580078319122,35231.40879002922,0.15,76257.73090184489
55,Public administration and defence services; compulsory social security services,Int,250 persons employed or more,0.00016784452852053233,0.6309972598668583,12.0,250,1750,3664.2758367627653,141.49160156638243,35372.900391595605,247610.30274116926,0.15,76257.73090184489
56,Education services,C,From 0 to 9 persons employed,0.005149255304128596,1.0,13.0,0,9,112415.2926196386,141.49160156638243,141.49160156638243,1273.424414097442,0.15,232326.53740032227
56,Education services,C,From 10 to 19 persons employed,0.0003298814945120445,1.0,13.0,10,19,7201.764632963918,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,232326.53740032227
56,Education services,C,From 20 to 49 persons employed,0.00018187531561225564,1.0,13.0,20,49,3970.5871271226138,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,232326.53740032227
56,Education services,C,From 50 to 249 persons employed,6.0185223281273686e-05,1.0,13.0,50,249,1313.9258178008765,141.49160156638243,7074.580078319122,35231.40879002922,0.15,232326.53740032227
56,Education services,C,250 persons employed or more,9.683393918597553e-06,1.0,13.0,250,1750,211.40174580925915,141.49160156638243,35372.900391595605,247610.30274116926,0.15,232326.53740032227
56,Education services,I,From 0 to 9 persons employed,8.269881375877362e-06,1.0,13.0,0,9,180.54283190300637,141.49160156638243,141.49160156638243,1273.424414097442,0.15,232326.53740032227
56,Education services,I,From 10 to 19 persons employed,5.298010424001337e-07,1.0,13.0,10,19,11.566282053221963,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,232326.53740032227
56,Education services,I,From 20 to 49 persons employed,2.920980212629301e-07,1.0,13.0,20,49,6.376899686360873,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,232326.53740032227
56,Education services,I,From 50 to 249 persons employed,9.665954156861434e-08,1.0,13.0,50,249,2.1102101193552585,141.49160156638243,7074.580078319122,35231.40879002922,0.15,232326.53740032227
56,Education services,I,250 persons employed or more,1.5551864161500532e-08,1.0,13.0,250,1750,0.3395184851475937,141.49160156638243,35372.900391595605,247610.30274116926,0.15,232326.53740032227
56,Education services,Int,From 0 to 9 persons employed,0.005779692926856893,1.0,13.0,0,9,126178.60899290284,141.49160156638243,141.49160156638243,1273.424414097442,0.15,232326.53740032227
56,Education services,Int,From 10 to 19 persons employed,0.0003702698017329905,1.0,13.0,10,19,8083.496671189755,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,232326.53740032227
56,Education services,Int,From 20 to 49 persons employed,0.00020414281544191366,1.0,13.0,20,49,4456.717132611315,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,232326.53740032227
56,Education services,Int,From 50 to 249 persons employed,6.755386725944191e-05,1.0,13.0,50,249,1474.793403517895,141.49160156638243,7074.580078319122,35231.40879002922,0.15,232326.53740032227
56,Education services,Int,250 persons employed or more,1.0868958719994675e-05,1.0,13.0,250,1750,237.28424846197143,141.49160156638243,35372.900391595605,247610.30274116926,0.15,232326.53740032227
57,Human health services,C,From 0 to 9 persons employed,0.015018133401688389,0.6250472273428799,14.0,0,9,327866.41198348446,141.49160156638243,141.49160156638243,1273.424414097442,0.15,59525.81066248259
57,Human health services,C,From 10 to 19 persons employed,0.0012874486408520245,0.6250472273428799,14.0,10,19,28106.76634698902,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,59525.81066248259
57,Human health services,C,From 20 to 49 persons employed,0.0005700304763903937,0.6250472273428799,14.0,20,49,12444.545671324473,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,59525.81066248259
57,Human health services,C,From 50 to 249 persons employed,0.00023545327235127507,0.6250472273428799,14.0,50,249,5140.267270958184,141.49160156638243,7074.580078319122,35231.40879002922,0.15,59525.81066248259
57,Human health services,C,250 persons employed or more,0.00012205806520334286,0.6250472273428799,14.0,250,1750,2664.694660880238,141.49160156638243,35372.900391595605,247610.30274116926,0.15,59525.81066248259
57,Human health services,I,From 0 to 9 persons employed,5.92200309293151e-07,0.6250472273428799,14.0,0,9,12.928543474092908,141.49160156638243,141.49160156638243,1273.424414097442,0.15,59525.81066248259
57,Human health services,I,From 10 to 19 persons employed,5.0767126840536735e-08,0.6250472273428799,14.0,10,19,1.1083158791255616,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,59525.81066248259
57,Human health services,I,From 20 to 49 persons employed,2.2477641887703726e-08,0.6250472273428799,14.0,20,49,0.4907176943003166,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,59525.81066248259
57,Human health services,I,From 50 to 249 persons employed,9.28447610505536e-09,0.6250472273428799,14.0,50,249,0.20269282382114634,141.49160156638243,7074.580078319122,35231.40879002922,0.15,59525.81066248259
57,Human health services,I,250 persons employed or more,4.81303648275071e-09,0.6250472273428799,14.0,250,1750,0.10507517546539288,141.49160156638243,35372.900391595605,247610.30274116926,0.15,59525.81066248259
57,Human health services,Int,From 0 to 9 persons employed,0.006724396235662276,0.6250472273428799,14.0,0,9,146802.7755229541,141.49160156638243,141.49160156638243,1273.424414097442,0.15,59525.81066248259
57,Human health services,Int,From 10 to 19 persons employed,0.0005764574439843891,0.6250472273428799,14.0,10,19,12584.85517242003,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,59525.81066248259
57,Human health services,Int,From 20 to 49 persons employed,0.00025523217081168065,0.6250472273428799,14.0,20,49,5572.06770166083,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,59525.81066248259
57,Human health services,Int,From 50 to 249 persons employed,0.00010542462607871635,0.6250472273428799,14.0,50,249,2301.5639136114796,141.49160156638243,7074.580078319122,35231.40879002922,0.15,59525.81066248259
57,Human health services,Int,250 persons employed or more,5.4651718175129943e-05,0.6250472273428799,14.0,250,1750,1193.1218259652685,141.49160156638243,35372.900391595605,247610.30274116926,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,C,From 0 to 9 persons employed,0.01168056666055371,0.37495277265712,14.0,0,9,255002.7608956458,141.49160156638243,141.49160156638243,1273.424414097442,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,C,From 10 to 19 persons employed,0.0010013314750434105,0.37495277265712,14.0,10,19,21860.436922986984,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,C,From 20 to 49 persons employed,0.000443349303134878,0.37495277265712,14.0,20,49,9678.922232630379,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,C,From 50 to 249 persons employed,0.00018312712835773497,0.37495277265712,14.0,50,249,3997.915913088076,141.49160156638243,7074.580078319122,35231.40879002922,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,C,250 persons employed or more,9.493239465468956e-05,0.37495277265712,14.0,250,1750,2072.5041377601556,141.49160156638243,35372.900391595605,247610.30274116926,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,I,From 0 to 9 persons employed,9.969173030481745e-07,0.37495277265712,14.0,0,9,21.764069505329523,141.49160156638243,141.49160156638243,1273.424414097442,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,I,From 10 to 19 persons employed,8.546200732954902e-08,0.37495277265712,14.0,10,19,1.8657526174920893,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,I,From 20 to 49 persons employed,3.78391395241229e-08,0.37495277265712,14.0,20,49,0.8260802175936114,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,I,From 50 to 249 persons employed,1.5629601561530384e-08,0.37495277265712,14.0,50,249,0.341215599012746,141.49160156638243,7074.580078319122,35231.40879002922,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,I,250 persons employed or more,8.102324964307143e-09,0.37495277265712,14.0,250,1750,0.17688484605370106,141.49160156638243,35372.900391595605,247610.30274116926,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,Int,From 0 to 9 persons employed,0.0013616809364972104,0.37495277265712,14.0,0,9,29727.358984936167,141.49160156638243,141.49160156638243,1273.424414097442,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,Int,From 10 to 19 persons employed,0.00011673183504751375,0.37495277265712,14.0,10,19,2548.4157649694052,141.49160156638243,1414.9160156638243,2688.340429761266,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,Int,From 20 to 49 persons employed,5.1684161550726364e-05,0.37495277265712,14.0,20,49,1128.3360022695194,141.49160156638243,2829.8320313276486,6933.088476752739,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,Int,From 50 to 249 persons employed,2.1348340956977563e-05,0.37495277265712,14.0,50,249,466.0635089695903,141.49160156638243,7074.580078319122,35231.40879002922,0.15,59525.81066248259
58,Residential care services; social work services without accommodation,Int,250 persons employed or more,1.1066897335885981e-05,0.37495277265712,14.0,250,1750,241.6055194248438,141.49160156638243,35372.900391595605,247610.30274116926,0.15,59525.81066248259
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 0 to 9 persons employed,0.003313824367730532,0.4967492606072362,15.0,0,9,72345.32257311694,24.928348260779003,24.928348260779003,224.35513434701102,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 10 to 19 persons employed,0.00020536743922339718,0.4967492606072362,15.0,10,19,4483.452346271058,24.928348260779003,249.28348260779003,473.6386169548011,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 20 to 49 persons employed,0.00010501847616070966,0.4967492606072362,15.0,20,49,2292.697104882156,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 50 to 249 persons employed,3.077383787086702e-05,0.4967492606072362,15.0,50,249,671.8350101050722,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,250 persons employed or more,6.010763402704333e-06,0.4967492606072362,15.0,250,1750,131.2231938161339,24.928348260779003,6232.087065194751,43624.60945636326,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 0 to 9 persons employed,0.00018520995389304944,0.4967492606072362,15.0,0,9,4043.3868459121486,24.928348260779003,24.928348260779003,224.35513434701102,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 10 to 19 persons employed,1.1478005388604221e-05,0.4967492606072362,15.0,10,19,250.58057102260716,24.928348260779003,249.28348260779003,473.6386169548011,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 20 to 49 persons employed,5.869492456223313e-06,0.4967492606072362,15.0,20,49,128.13905565452748,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 50 to 249 persons employed,1.7199526772382437e-06,0.4967492606072362,15.0,50,249,37.548921559326,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,250 persons employed or more,3.3594212883385493e-07,0.4967492606072362,15.0,250,1750,7.334076577217426,24.928348260779003,6232.087065194751,43624.60945636326,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 0 to 9 persons employed,0.0016486612286666334,0.4967492606072362,15.0,0,9,35992.531639014655,24.928348260779003,24.928348260779003,224.35513434701102,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 10 to 19 persons employed,0.0001021723836589575,0.4967492606072362,15.0,10,19,2230.5630092682713,24.928348260779003,249.28348260779003,473.6386169548011,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 20 to 49 persons employed,5.22477568895384e-05,0.4967492606072362,15.0,20,49,1140.640060077805,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 50 to 249 persons employed,1.5310296420361476e-05,0.4967492606072362,15.0,50,249,334.2447306522905,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,47208.158586073696
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,250 persons employed or more,2.990415748410231e-06,0.4967492606072362,15.0,250,1750,65.28486966695492,24.928348260779003,6232.087065194751,43624.60945636326,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,C,From 0 to 9 persons employed,0.002401229837119183,0.5032507393927639,15.0,0,9,52422.13462795878,24.928348260779003,24.928348260779003,224.35513434701102,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,C,From 10 to 19 persons employed,0.00014881127299263124,0.5032507393927639,15.0,10,19,3248.753812061867,24.928348260779003,249.28348260779003,473.6386169548011,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,C,From 20 to 49 persons employed,7.609742413071407e-05,0.5032507393927639,15.0,20,49,1661.310946147123,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,47208.158586073696
