#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Recipe,K min,K max,Cost of capital,Wage
60,Sporting services and amusement and recreation services,C,From 50 to 249 persons employed,2.229902659228772e-05,0.5032507393927639,15.0,50,249,486.8182778770458,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,C,250 persons employed or more,4.355458474802105e-06,0.5032507393927639,15.0,250,1750,95.08562112758194,24.928348260779003,6232.087065194751,43624.60945636326,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,I,From 0 to 9 persons employed,4.819377242999114e-07,0.5032507393927639,15.0,0,9,10.521360294211632,24.928348260779003,24.928348260779003,224.35513434701102,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,I,From 10 to 19 persons employed,2.9867097746162943e-08,0.5032507393927639,15.0,10,19,0.6520396318555516,24.928348260779003,249.28348260779003,473.6386169548011,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,I,From 20 to 49 persons employed,1.527309832808029e-08,0.5032507393927639,15.0,20,49,0.3334326453736039,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,I,From 50 to 249 persons employed,4.475515822710038e-09,0.5032507393927639,15.0,50,249,0.09770663739092142,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,I,250 persons employed or more,8.74160279528754e-10,0.5032507393927639,15.0,250,1750,0.019084115627535373,24.928348260779003,6232.087065194751,43624.60945636326,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,Int,From 0 to 9 persons employed,0.0028133570683101287,0.5032507393927639,15.0,0,9,61419.436287036624,24.928348260779003,24.928348260779003,224.35513434701102,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,Int,From 10 to 19 persons employed,0.00017435200922720644,0.5032507393927639,15.0,10,19,3806.3430493305486,24.928348260779003,249.28348260779003,473.6386169548011,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,Int,From 20 to 49 persons employed,8.915815668656962e-05,0.5032507393927639,15.0,20,49,1946.4446179843187,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,Int,From 50 to 249 persons employed,2.6126247104739093e-05,0.5032507393927639,15.0,50,249,570.3717411287407,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,47208.158586073696
60,Sporting services and amusement and recreation services,Int,250 persons employed or more,5.102993347990605e-06,0.5032507393927639,15.0,250,1750,111.4053307845283,24.928348260779003,6232.087065194751,43624.60945636326,0.15,47208.158586073696
61,Services furnished by membership organisations,C,From 0 to 9 persons employed,8.123887939321012e-05,0.47808427005360365,16.0,0,9,1773.5559531796662,24.928348260779003,24.928348260779003,224.35513434701102,0.15,1000004.4941959825
61,Services furnished by membership organisations,C,From 10 to 19 persons employed,5.658829501292255e-06,0.47808427005360365,16.0,10,19,123.53999495079721,24.928348260779003,249.28348260779003,473.6386169548011,0.15,1000004.4941959825
61,Services furnished by membership organisations,C,From 20 to 49 persons employed,2.378348630977905e-06,0.47808427005360365,16.0,20,49,51.92260657352347,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,1000004.4941959825
61,Services furnished by membership organisations,C,From 50 to 249 persons employed,5.488496840718241e-07,0.47808427005360365,16.0,50,249,11.982139978505415,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,1000004.4941959825
61,Services furnished by membership organisations,C,250 persons employed or more,8.209407480614076e-08,0.47808427005360365,16.0,250,1750,1.7922260398064624,24.928348260779003,6232.087065194751,43624.60945636326,0.15,1000004.4941959825
61,Services furnished by membership organisations,I,From 0 to 9 persons employed,7.251308132927224e-08,0.47808427005360365,16.0,0,9,1.5830598358263528,24.928348260779003,24.928348260779003,224.35513434701102,0.15,1000004.4941959825
61,Services furnished by membership organisations,I,From 10 to 19 persons employed,5.0510194985528835e-09,0.47808427005360365,16.0,10,19,0.11027067049910297,24.928348260779003,249.28348260779003,473.6386169548011,0.15,1000004.4941959825
61,Services furnished by membership organisations,I,From 20 to 49 persons employed,2.1228922530149805e-09,0.47808427005360365,16.0,20,49,0.0463456441228114,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,1000004.4941959825
61,Services furnished by membership organisations,I,From 50 to 249 persons employed,4.898982122342262e-10,0.47808427005360365,16.0,50,249,0.010695148643725708,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,1000004.4941959825
61,Services furnished by membership organisations,I,250 persons employed or more,7.327642093948656e-11,0.47808427005360365,16.0,250,1750,0.0015997245845292577,24.928348260779003,6232.087065194751,43624.60945636326,0.15,1000004.4941959825
61,Services furnished by membership organisations,Int,From 0 to 9 persons employed,0.00035232207474887014,0.47808427005360365,16.0,0,9,7691.673220688166,24.928348260779003,24.928348260779003,224.35513434701102,0.15,1000004.4941959825
61,Services furnished by membership organisations,Int,From 10 to 19 persons employed,2.454158114239124e-05,0.47808427005360365,16.0,10,19,535.7763137629847,24.928348260779003,249.28348260779003,473.6386169548011,0.15,1000004.4941959825
61,Services furnished by membership organisations,Int,From 20 to 49 persons employed,1.0314577581584724e-05,0.47808427005360365,16.0,20,49,225.18134926270372,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,1000004.4941959825
61,Services furnished by membership organisations,Int,From 50 to 249 persons employed,2.380287134211859e-06,0.47808427005360365,16.0,50,249,51.96492675293162,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,1000004.4941959825
61,Services furnished by membership organisations,Int,250 persons employed or more,3.5603094203569076e-07,0.47808427005360365,16.0,250,1750,7.7726428709987765,24.928348260779003,6232.087065194751,43624.60945636326,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,C,From 0 to 9 persons employed,1.7244457370426898e-05,0.05055598867846159,16.0,0,9,376.47011205855927,24.928348260779003,24.928348260779003,224.35513434701102,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,C,From 10 to 19 persons employed,1.201191410201854e-06,0.05055598867846159,16.0,10,19,26.223652915747042,24.928348260779003,249.28348260779003,473.6386169548011,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,C,From 20 to 49 persons employed,5.048485637080256e-07,0.05055598867846159,16.0,20,49,11.021535283429916,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,C,From 50 to 249 persons employed,1.1650351470185206e-07,0.05055598867846159,16.0,50,249,2.5434312192530575,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,C,250 persons employed or more,1.742598844214796e-08,0.05055598867846159,16.0,250,1750,0.38043318387026726,24.928348260779003,6232.087065194751,43624.60945636326,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,I,From 0 to 9 persons employed,3.7381091141137553e-06,0.05055598867846159,16.0,0,9,81.6080394324805,24.928348260779003,24.928348260779003,224.35513434701102,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,I,From 10 to 19 persons employed,2.6038421864007586e-07,0.05055598867846159,16.0,10,19,5.684543958908174,24.928348260779003,249.28348260779003,473.6386169548011,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,I,From 20 to 49 persons employed,1.0943684551539419e-07,0.05055598867846159,16.0,20,49,2.389156156642566,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,I,From 50 to 249 persons employed,2.525465665739866e-08,0.05055598867846159,16.0,50,249,0.5513437284559768,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,I,250 persons employed or more,3.777459900231216e-09,0.05055598867846159,16.0,250,1750,0.08246712096465086,24.928348260779003,6232.087065194751,43624.60945636326,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,Int,From 0 to 9 persons employed,2.4872882089600295e-05,0.05055598867846159,16.0,0,9,543.0090669915551,24.928348260779003,24.928348260779003,224.35513434701102,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,Int,From 10 to 19 persons employed,1.7325620442095586e-06,0.05055598867846159,16.0,10,19,37.82420130253319,24.928348260779003,249.28348260779003,473.6386169548011,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,Int,From 20 to 49 persons employed,7.281782504648869e-07,0.05055598867846159,16.0,20,49,15.897128083673367,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,Int,From 50 to 249 persons employed,1.6804113472266622e-07,0.05055598867846159,16.0,50,249,3.668568019309239,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,1000004.4941959825
62,Repair services of computers and personal and household goods,Int,250 persons employed or more,2.5134716999538373e-08,0.05055598867846159,16.0,250,1750,0.548725281527495,24.928348260779003,6232.087065194751,43624.60945636326,0.15,1000004.4941959825
63,Other personal services,C,From 0 to 9 persons employed,0.0001503511503657048,0.20881182507532473,16.0,0,9,3282.371443208186,24.928348260779003,24.928348260779003,224.35513434701102,0.15,1000004.4941959825
63,Other personal services,C,From 10 to 19 persons employed,1.0472959888141788e-05,0.20881182507532473,16.0,10,19,228.6390518402221,24.928348260779003,249.28348260779003,473.6386169548011,0.15,1000004.4941959825
63,Other personal services,C,From 20 to 49 persons employed,4.401678793566838e-06,0.20881182507532473,16.0,20,49,96.09467396183247,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,1000004.4941959825
63,Other personal services,C,From 50 to 249 persons employed,1.0157720292846551e-06,0.20881182507532473,16.0,50,249,22.175693991192112,24.928348260779003,1246.4174130389501,6207.158716933972,0.15,1000004.4941959825
63,Other personal services,C,250 persons employed or more,1.519338853207163e-07,0.20881182507532473,16.0,250,1750,3.3169247140402405,24.928348260779003,6232.087065194751,43624.60945636326,0.15,1000004.4941959825
63,Other personal services,I,From 0 to 9 persons employed,8.17399974489678e-09,0.20881182507532473,16.0,0,9,0.17844960463674747,24.928348260779003,24.928348260779003,224.35513434701102,0.15,1000004.4941959825
63,Other personal services,I,From 10 to 19 persons employed,5.693735714410069e-10,0.20881182507532473,16.0,10,19,0.012430204536976483,24.928348260779003,249.28348260779003,473.6386169548011,0.15,1000004.4941959825
63,Other personal services,I,From 20 to 49 persons employed,2.3930193582303186e-10,0.20881182507532473,16.0,20,49,0.005224288863366927,24.928348260779003,498.56696521558007,1221.4890647781713,0.15,1000004.4941959825
